08:49:03.510 [background-preinit] INFO  o.h.v.i.util.Version - [<clinit>,21] - HV000001: Hibernate Validator 6.2.0.Final
08:49:04.099 [main] INFO  c.a.n.c.c.i.LocalConfigInfoProcessor - [<clinit>,67] - LOCAL_SNAPSHOT_PATH:C:\Users\清研\nacos\config
08:49:04.101 [main] INFO  c.a.n.c.r.client - [lambda$createClient$0,77] - [RpcClientFactory] create a new rpc client of 2c16988a-b56d-4a20-98ca-9ed66c99636e_config-0
08:49:04.134 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 19 ms to scan 1 urls, producing 3 keys and 6 values 
08:49:04.165 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 16 ms to scan 1 urls, producing 4 keys and 9 values 
08:49:04.175 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 10 ms to scan 1 urls, producing 3 keys and 10 values 
08:49:04.188 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 7 ms to scan 1 urls, producing 1 keys and 5 values 
08:49:04.197 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 7 ms to scan 1 urls, producing 1 keys and 7 values 
08:49:04.212 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 11 ms to scan 1 urls, producing 2 keys and 8 values 
08:49:04.216 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [2c16988a-b56d-4a20-98ca-9ed66c99636e_config-0]RpcClient init label, labels={module=config, Vipserver-Tag=null, source=sdk, Amory-Tag=null, Location-Tag=null, taskId=0, AppName=unknown}
08:49:04.216 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [2c16988a-b56d-4a20-98ca-9ed66c99636e_config-0]Register server push request handler:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$$Lambda$447/0x0000000800406c40
08:49:04.216 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [2c16988a-b56d-4a20-98ca-9ed66c99636e_config-0]Register server push request handler:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$$Lambda$448/0x0000000800406040
08:49:04.220 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [2c16988a-b56d-4a20-98ca-9ed66c99636e_config-0]Registry connection listener to current client:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$1
08:49:04.221 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [2c16988a-b56d-4a20-98ca-9ed66c99636e_config-0]RpcClient init, ServerListFactory =com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$2
08:49:04.229 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [2c16988a-b56d-4a20-98ca-9ed66c99636e_config-0] Try to connect to server on start up, server: {serverIp='127.0.0.1', server main port=8848}
08:49:07.041 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [2c16988a-b56d-4a20-98ca-9ed66c99636e_config-0] Try to connect to server on start up, server: {serverIp='127.0.0.1', server main port=8848}
08:49:09.100 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [2c16988a-b56d-4a20-98ca-9ed66c99636e_config-0] Try to connect to server on start up, server: {serverIp='127.0.0.1', server main port=8848}
08:49:11.136 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [2c16988a-b56d-4a20-98ca-9ed66c99636e_config-0] try to re connect to a new server ,server is  not appointed,will choose a random server.
08:49:11.136 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [2c16988a-b56d-4a20-98ca-9ed66c99636e_config-0]Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$ConnectResetRequestHandler
08:49:11.136 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [2c16988a-b56d-4a20-98ca-9ed66c99636e_config-0]Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$4
08:49:11.185 [main] INFO  c.a.n.c.c.i.Limiter - [<clinit>,56] - limitTime:5.0
08:49:11.520 [main] INFO  c.a.n.c.c.u.JvmUtil - [<clinit>,53] - isMultiInstance:false
08:49:12.519 [main] INFO  c.r.g.RuoYiGatewayApplication - [logStartupProfileInfo,663] - The following profiles are active: dev
08:49:15.336 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [2c16988a-b56d-4a20-98ca-9ed66c99636e_config-0] fail to connect server,after trying 1 times, last try server is {serverIp='127.0.0.1', server main port=8848},error=unknown
08:49:16.034 [main] INFO  c.a.c.s.g.s.SentinelSCGAutoConfiguration - [sentinelGatewayFilter,144] - [Sentinel SpringCloudGateway] register SentinelGatewayFilter with order: -2147483648
08:49:16.207 [main] INFO  c.a.n.client.naming - [initNamespaceForNaming,63] - initializer namespace from System Property : null
08:49:16.215 [main] INFO  c.a.n.client.naming - [call,69] - initializer namespace from System Environment :null
08:49:16.215 [main] INFO  c.a.n.client.naming - [call,79] - initializer namespace from System Property :null
08:49:16.223 [main] INFO  c.a.n.c.r.client - [lambda$createClient$0,77] - [RpcClientFactory] create a new rpc client of e6e7b86e-1b79-4d24-a706-47a493476039
08:49:16.223 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [e6e7b86e-1b79-4d24-a706-47a493476039]RpcClient init label, labels={module=naming, source=sdk}
08:49:16.231 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [e6e7b86e-1b79-4d24-a706-47a493476039]RpcClient init, ServerListFactory =com.alibaba.nacos.client.naming.core.ServerListManager
08:49:16.233 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [e6e7b86e-1b79-4d24-a706-47a493476039]Registry connection listener to current client:com.alibaba.nacos.client.naming.remote.gprc.redo.NamingGrpcRedoService
08:49:16.233 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [e6e7b86e-1b79-4d24-a706-47a493476039]Register server push request handler:com.alibaba.nacos.client.naming.remote.gprc.NamingPushRequestHandler
08:49:16.234 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [e6e7b86e-1b79-4d24-a706-47a493476039] Try to connect to server on start up, server: {serverIp='127.0.0.1', server main port=8848}
08:49:17.574 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [2c16988a-b56d-4a20-98ca-9ed66c99636e_config-0] fail to connect server,after trying 2 times, last try server is {serverIp='127.0.0.1', server main port=8848},error=unknown
08:49:18.281 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [e6e7b86e-1b79-4d24-a706-47a493476039] Try to connect to server on start up, server: {serverIp='127.0.0.1', server main port=8848}
08:49:19.942 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [2c16988a-b56d-4a20-98ca-9ed66c99636e_config-0] fail to connect server,after trying 3 times, last try server is {serverIp='127.0.0.1', server main port=8848},error=unknown
